0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,label,ground_truth,pred
0.0,0.0,0.0,0.0,0.0,0.0,34.05848693847656,0.0,6.139492034912109,0.4541414678096771,0.0,0.0,24.79945945739746,0.0,0.0,14.821423530578613,19.58804702758789,4.185122013092041,0.0,0.0,0.0,7.329586982727051,0.0,7.023251533508301,0.0,8.117430686950684,0.5945472121238708,0.0,0.0,11.460686683654785,0.0,23.877004623413086,0.0,6.250678539276123,2.396939754486084,0.0,0.0,0.0,0.0,3.0631446838378906,0.0,0.9397253394126892,0.3978128433227539,0.0,0.0,0.0,2.982546806335449,0.0,12.200153350830078,0.0,53.66367721557617,25.704030990600586,0.0,2.8609137535095215,0.0,17.418455123901367,0.0,0.0,11.42475414276123,0.0,3.9967727661132812,0.0,0.0,0.0,0.0,0.0,0.0,26.246538162231445,0.0,0.0,22.18671417236328,25.40068244934082,0.0,24.480926513671875,0.0,0.0,0.0,0.0,0.0,1.1658512353897095,1.9762601852416992,19.40084457397461,0.0,0.0,1,9,9
0.0,0.7050189971923828,0.0,1.950287103652954,0.0,0.0,15.22346019744873,0.0,1.3611726760864258,6.387238025665283,0.0,0.0,8.887487411499023,3.8360238075256348,0.0,0.0,0.0,3.8561038970947266,0.0,0.0,0.0,0.0,3.0657131671905518,0.0,0.0,4.320554733276367,7.6650166511535645,0.0,5.586269855499268,8.510393142700195,0.0,10.779964447021484,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.162432670593262,2.5042998790740967,0.5612248778343201,6.371683120727539,0.0,0.0,0.0,24.060876846313477,10.753093719482422,0.0,19.402099609375,0.0,11.543368339538574,0.0,0.8243800401687622,11.652106285095215,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.03375816345215,0.0,0.0,6.883563041687012,15.733438491821289,0.0,12.111763000488281,0.0,0.0,0.0,3.4070205688476562,0.0,9.861659049987793,4.114324569702148,6.689464092254639,0.0,0.0,1,9,9
0.0,0.0,0.0,3.516012668609619,1.157183289527893,0.0,0.0,0.0,0.0,0.0,1.9938421249389648,0.0,1.1721100807189941,0.0,0.0,17.367826461791992,10.475522994995117,0.0,3.0717172622680664,0.0,0.0,21.185758590698242,0.0,0.0,0.4424867033958435,5.781954765319824,0.0,0.0,1.4244747161865234,0.6427440643310547,0.9642720818519592,9.793380737304688,0.0,1.2956593036651611,0.0,1.9705352783203125,2.9808220863342285,0.36957359313964844,0.0,2.208159923553467,0.9087508916854858,6.435924530029297,0.0,0.6716187596321106,0.0,0.0,0.0,5.997028827667236,0.0,0.0,19.595775604248047,0.0,0.0,0.0,0.0,4.83065128326416,0.0,0.0,4.097477436065674,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.112869262695312,0.0,0.0,4.211310863494873,21.017370223999023,0.0,8.79471206665039,0.0,1.8131310939788818,0.0,0.0,0.0,0.0,7.614200115203857,5.648324489593506,0.0,0.0,1,9,9
0.0,0.2257148027420044,0.0,0.0,0.0,0.0,5.972144603729248,2.3766942024230957,0.0,0.0,2.829641819000244,0.0,4.7495527267456055,0.0,0.0,6.419918537139893,0.0,0.0,0.0,0.0,0.0,0.0,2.121177911758423,0.0,0.0,7.807848930358887,0.0,0.0,11.075169563293457,6.101433753967285,0.0,3.24899959564209,0.0,0.0,3.8286852836608887,0.0,2.495563507080078,0.0,0.0,0.0,3.8145875930786133,1.6623767614364624,4.052426338195801,3.792593479156494,0.0,0.0,0.0,3.6626527309417725,0.0,0.0,15.495610237121582,0.0,0.0,0.0,0.0,8.86059856414795,0.0,1.663248896598816,2.42901611328125,0.0,0.0,0.0,0.0,2.7911598682403564,0.0,0.0,0.0,4.839646339416504,0.0,0.0,9.468759536743164,9.795387268066406,0.0,10.01826000213623,0.0,0.24213799834251404,0.0,0.0,0.0,0.0,1.0098904371261597,0.0,0.0,0.0,1,9,9
0.0,0.0,0.0,0.0,0.0,0.0,4.760212421417236,0.0,0.0,0.24378284811973572,0.0,0.0,0.874311089515686,0.42205971479415894,0.0,10.518999099731445,6.425424098968506,0.0,0.0,0.0,0.0,5.534546375274658,0.0,0.0,0.0,0.0,1.4009251594543457,0.0,1.6576766967773438,0.5984200239181519,0.0,5.864749908447266,0.0,3.9111788272857666,0.0,0.0,0.0,1.1097103357315063,0.0,5.269783973693848,0.0,3.6107170581817627,0.0,3.4582414627075195,0.0,0.0,0.0,0.0,0.0,0.0,14.725586891174316,0.9490777850151062,0.0,6.428675174713135,0.0,8.765294075012207,0.0,0.0,7.480079650878906,1.5142848491668701,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.63119125366211,0.0,0.0,2.6136226654052734,12.387107849121094,0.0,9.508761405944824,0.0,0.0,0.0,0.0,0.0,1.9185551404953003,5.147199630737305,2.6910693645477295,0.0,0.0,1,9,9
0.0,0.0,0.0,0.0,0.0,0.0,6.32814884185791,3.1796298027038574,1.0019538402557373,4.483769416809082,0.0,0.0,2.790817975997925,1.7266775369644165,0.0,4.80225133895874,5.05629825592041,0.767208456993103,0.0,0.0,0.0,1.8513658046722412,0.2973312735557556,0.0,0.0,5.480711936950684,0.7990676760673523,0.42271870374679565,1.2644224166870117,2.131485939025879,0.0,4.427504539489746,0.0,0.0,1.2934799194335938,0.0,0.0,0.0,0.0,2.9496335983276367,0.31001847982406616,0.0,2.1624300479888916,0.7263557314872742,0.0,0.0,0.3388492465019226,0.0,0.0,0.0,11.325753211975098,0.0,0.0,1.2611212730407715,0.0,4.384649276733398,0.0,0.0,6.015498638153076,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.410762310028076,0.0,0.0,8.258177757263184,4.310579299926758,0.0,3.665193796157837,0.0,0.0,0.0,0.0,0.0,1.2402832508087158,3.625369071960449,4.4827117919921875,0.0,0.0,1,9,9
0.0,0.0,0.0,0.0,0.0,0.0,14.580972671508789,7.8059282302856445,0.0,6.453957557678223,0.0,0.0,13.074736595153809,0.06057870388031006,0.0,13.362445831298828,10.805264472961426,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.299631595611572,4.207625389099121,0.0,0.0,0.0,10.310124397277832,1.6006519794464111,0.0,0.0,0.0,0.0,4.7830400466918945,7.196002006530762,0.0,3.970047950744629,3.742709159851074,0.0,0.0,1.5969921350479126,0.0,0.0,0.0,23.893905639648438,2.4052670001983643,0.0,10.956562995910645,1.6838147640228271,6.9134135246276855,3.946002244949341,0.0,7.505598068237305,0.0,0.0,0.0,0.0,0.0,1.9151755571365356,0.0,0.0,0.5613226294517517,0.0,0.0,19.715396881103516,7.782192230224609,0.0,11.361448287963867,0.0,7.736148357391357,0.0,0.0,0.0,0.0,0.0,6.5613579750061035,1.268466830253601,0.0,1,9,9
0.7446983456611633,0.0,0.0,0.0,0.0,0.0,11.480058670043945,2.6029834747314453,0.0,8.469491004943848,0.0,0.0,0.0,0.0,0.0,12.762127876281738,7.7174763679504395,0.0,0.0,0.0,0.0,1.2291889190673828,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6972452402114868,0.0,0.0,0.0,10.864677429199219,0.0,0.0,0.0,0.0,0.0,12.401158332824707,0.0,9.572823524475098,0.0,8.216974258422852,0.0,0.0,0.0,0.0,0.0,0.0,23.58837890625,0.15377303957939148,0.0,10.537532806396484,0.0,4.169528961181641,6.6681671142578125,0.0,7.871506214141846,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.529424667358398,0.0,2.356131076812744,12.706361770629883,10.971623420715332,0.0,11.683916091918945,0.0,0.0,0.0,0.0,0.0,0.0,12.59299087524414,9.16954231262207,0.0,0.0,1,9,9
0.3879566192626953,0.0,0.0,0.0,0.0,5.233444690704346,5.403101444244385,0.0,0.0,3.2877650260925293,0.0,0.0,0.0,0.0,0.0,3.507750988006592,2.299356698989868,0.0,0.04254387319087982,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.277010202407837,0.0,6.868075847625732,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.909289836883545,0.0,5.8184027671813965,0.0,5.14923620223999,2.837135076522827,5.732571125030518,0.0,0.0,7.776217937469482,0.1388801634311676,14.583019256591797,2.9044599533081055,0.0,6.566590785980225,0.0,5.109241962432861,0.0,1.5981756448745728,0.14898476004600525,0.0,0.0,0.0,0.0,0.39644086360931396,0.0,2.215642213821411,0.0,9.107431411743164,0.0,3.7263636589050293,3.9419591426849365,3.493548631668091,0.0,4.306333065032959,0.0,0.0,0.0,0.0,0.0,0.3330184519290924,16.538673400878906,1.1651381254196167,0.0,0.0,1,9,9
0.0,0.0,0.0,0.0,7.545035362243652,0.0,9.257179260253906,3.1066272258758545,9.583556175231934,1.0811275243759155,0.0,0.0,0.0,9.122366905212402,5.011753082275391,5.846168041229248,5.13220739364624,0.0,0.0,7.526632785797119,0.0,4.970826148986816,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.029953867197036743,0.0,17.354991912841797,0.0,3.6304967403411865,0.0,0.0,0.0,0.0,0.0,12.643071174621582,0.0,7.547314643859863,0.0,2.1513657569885254,0.0,0.0,0.0,1.773672342300415,0.0,0.0,1.6507292985916138,8.1566801071167,0.0,8.064397811889648,0.0,0.0,1.2101632356643677,0.0,0.0,0.0,2.0751872062683105,0.0,0.0,0.0,2.02538800239563,1.2861237525939941,0.0,10.714214324951172,0.0,7.756904602050781,3.8379392623901367,5.4881086349487305,0.0,3.8886733055114746,4.209181785583496,4.856774806976318,0.0,0.0,0.0,0.0,2.57951021194458,16.540735244750977,0.0,6.609382152557373,0,6,9
